run	tokenizer_id	order	vocab_size	train_docs	eval_docs	train_tokens	eval_tokens	eval_bytes	bits	bpb	bits_per_token	tokens_per_byte	oov_token_rate	roundtrip_ok	ngram_types
full-128k-rightalign-balanced-nfc-bpe	full-128k-rightalign-balanced-nfc-bpe	1	128256	5602	1219	6280609	1353525	6245373	17627455.685842987	2.822482449942219	13.011650677798158	0.21672444544144923	0.004483847730924808	True	1:120805
full-128k-rightalign-balanced-nfc-bpe	full-128k-rightalign-balanced-nfc-bpe	2	128256	5602	1219	6280609	1353525	6245373	14465900.616838144	2.3162588714618235	10.677958800214759	0.21672444544144923	0.004483847730924808	True	1:120806,2:2294365
full-128k-rightalign-balanced-nfc-bpe	full-128k-rightalign-balanced-nfc-bpe	3	128256	5602	1219	6280609	1353525	6245373	14108071.949302308	2.258963868019141	10.413828700700877	0.21672444544144923	0.004483847730924808	True	1:120806,2:2294366,3:4332096
full-128k-rightalign-balanced-unigram	full-128k-rightalign-balanced-unigram	1	128256	5602	1219	9155943	1966963	6245373	19999513.39323745	3.2022928643713433	10.161414642160862	0.31494724174200645	0.004239022289692282	True	1:96050
full-128k-rightalign-balanced-unigram	full-128k-rightalign-balanced-unigram	2	128256	5602	1219	9155943	1966963	6245373	15292115.485729937	2.448551189133129	7.769665348900628	0.31494724174200645	0.004239022289692282	True	1:96051,2:1293070
full-128k-rightalign-balanced-unigram	full-128k-rightalign-balanced-unigram	3	128256	5602	1219	9155943	1966963	6245373	14116720.20351434	2.260348613848098	7.172466877308267	0.31494724174200645	0.004239022289692282	True	1:96051,2:1293071,3:3462152
full-128k-scripttok-bpe-scriptenc_gpt4o_cb	full-128k-scripttok-bpe-scriptenc_gpt4o_cb	1	128255	5602	1219	6278346	1352932	6245373	17602440.53722467	2.818477060893668	12.998875706789471	0.21662949514784785	0.004465117241664769	True	1:120301
full-128k-scripttok-bpe-scriptenc_gpt4o_cb	full-128k-scripttok-bpe-scriptenc_gpt4o_cb	2	128255	5602	1219	6278346	1352932	6245373	14457378.119218057	2.314894261594633	10.676341205093122	0.21662949514784785	0.004465117241664769	True	1:120302,2:2285770
full-128k-scripttok-bpe-scriptenc_gpt4o_cb	full-128k-scripttok-bpe-scriptenc_gpt4o_cb	3	128255	5602	1219	6278346	1352932	6245373	14097763.455931561	2.2573132871217716	10.4107765352103	0.21662949514784785	0.004465117241664769	True	1:120302,2:2285771,3:4329118
full-128k-scripttok-mingram-scriptenc_cb	full-128k-scripttok-mingram-scriptenc_cb	1	128255	5602	1219	6410590	1382802	6245373	17396875.24613326	2.7855622468238903	12.569805838302496	0.2214122359064863	0.00400057275011173	True	1:122006
full-128k-scripttok-mingram-scriptenc_cb	full-128k-scripttok-mingram-scriptenc_cb	2	128255	5602	1219	6410590	1382802	6245373	14370593.313751925	2.300998405339749	10.383219122941	0.2214122359064863	0.00400057275011173	True	1:122007,2:2190098
full-128k-scripttok-mingram-scriptenc_cb	full-128k-scripttok-mingram-scriptenc_cb	3	128255	5602	1219	6410590	1382802	6245373	13948611.980827466	2.2334313708448583	10.078323942214363	0.2214122359064863	0.00400057275011173	True	1:122007,2:2190099,3:4230534
full-128k-superbpe-clean-c2-balanced	full-128k-superbpe-clean-c2-balanced	1	128004	5602	1219	6479042	1387468	6245373	17871039.48533082	2.8614847320297474	12.869019070050213	0.22215934900925854	0.0059770747865896725	True	1:106129
full-128k-superbpe-clean-c2-balanced	full-128k-superbpe-clean-c2-balanced	2	128004	5602	1219	6479042	1387468	6245373	14709507.199334105	2.3552648015313267	10.592384892588543	0.22215934900925854	0.0059770747865896725	True	1:106130,2:2497785
full-128k-superbpe-clean-c2-balanced	full-128k-superbpe-clean-c2-balanced	3	128004	5602	1219	6479042	1387468	6245373	14295903.728161568	2.2890392180197354	10.294547099642733	0.22215934900925854	0.0059770747865896725	True	1:106130,2:2497786,3:4280873
full-128k-superbpe-clean-c3-balanced	full-128k-superbpe-clean-c3-balanced	1	128004	5602	1219	5868715	1264830	6245373	17664549.01196757	2.8284217791263337	13.952500268131462	0.20252273162867934	0.006566890412150249	True	1:105987
full-128k-superbpe-clean-c3-balanced	full-128k-superbpe-clean-c3-balanced	2	128004	5602	1219	5868715	1264830	6245373	14843821.075769715	2.376770943187815	11.724523360288357	0.20252273162867934	0.006566890412150249	True	1:105988,2:2853436
full-128k-superbpe-clean-c3-balanced	full-128k-superbpe-clean-c3-balanced	3	128004	5602	1219	5868715	1264830	6245373	14516978.476213776	2.3244373836780885	11.46636384232662	0.20252273162867934	0.006566890412150249	True	1:105988,2:2853437,3:4431618
full-128k-superbpe-gpt4o-balanced	full-128k-superbpe-gpt4o-balanced	1	128004	5602	1219	5419807	1177192	6245373	17138053.66817254	2.7441201139103364	14.543358529555935	0.18849026311158676	0.0033605393172906374	True	1:123222
full-128k-superbpe-gpt4o-balanced	full-128k-superbpe-gpt4o-balanced	2	128004	5602	1219	5419807	1177192	6245373	14837821.947066583	2.375810371464856	12.591381060654205	0.18849026311158676	0.0033605393172906374	True	1:123223,2:2989529
full-128k-superbpe-gpt4o-balanced	full-128k-superbpe-gpt4o-balanced	3	128004	5602	1219	5419807	1177192	6245373	14576091.507431054	2.3339024758699045	12.369276515096223	0.18849026311158676	0.0033605393172906374	True	1:123223,2:2989530,3:4305979
full-128k-superbpe-pabpe-nfc-gpt4-balanced	full-128k-superbpe-pabpe-nfc-gpt4-balanced	1	128004	5602	1219	5791230	1247387	6245373	17668228.330621794	2.829010906253605	14.150363149481738	0.19972978395365656	0.0067901942220016725	True	1:104049
full-128k-superbpe-pabpe-nfc-gpt4-balanced	full-128k-superbpe-pabpe-nfc-gpt4-balanced	2	128004	5602	1219	5791230	1247387	6245373	14830520.588243064	2.374641288557635	11.877662439747256	0.19972978395365656	0.0067901942220016725	True	1:104050,2:2859821
full-128k-superbpe-pabpe-nfc-gpt4-balanced	full-128k-superbpe-pabpe-nfc-gpt4-balanced	3	128004	5602	1219	5791230	1247387	6245373	14505549.921316156	2.3226074601654947	11.617395656689265	0.19972978395365656	0.0067901942220016725	True	1:104050,2:2859822,3:4492657
full-128k-superbpe-pabpe-nfc-gpt4-t64k	full-128k-superbpe-pabpe-nfc-gpt4-t64k	1	128004	5602	1219	5622944	1212067	6245373	17459022.829218604	2.795513227027209	14.389865892475973	0.1940743971577038	0.00573400645343863	True	1:113180
full-128k-superbpe-pabpe-nfc-gpt4-t64k	full-128k-superbpe-pabpe-nfc-gpt4-t64k	2	128004	5602	1219	5622944	1212067	6245373	14907077.924302418	2.3868995373538806	12.28653254410124	0.1940743971577038	0.00573400645343863	True	1:113181,2:2959270
full-128k-superbpe-pabpe-nfc-gpt4-t64k	full-128k-superbpe-pabpe-nfc-gpt4-t64k	3	128004	5602	1219	5622944	1212067	6245373	14616610.705356183	2.340390350641376	12.047127145088778	0.1940743971577038	0.00573400645343863	True	1:113181,2:2959271,3:4425528
full-128k-whitespace-balanced-bpe	full-128k-whitespace-balanced-bpe	1	128256	5602	1219	5692653	1232887	6245373	17366818.37177597	2.780749584016194	14.072387924356555	0.19740806513878353	0.004060388340537292	True	1:122475
full-128k-whitespace-balanced-bpe	full-128k-whitespace-balanced-bpe	2	128256	5602	1219	5692653	1232887	6245373	14752256.081278678	2.3621096900503264	11.95379982050057	0.19740806513878353	0.004060388340537292	True	1:122476,2:2737138
full-128k-whitespace-balanced-bpe	full-128k-whitespace-balanced-bpe	3	128256	5602	1219	5692653	1232887	6245373	14464225.61179178	2.3159906721010546	11.720407818932717	0.19740806513878353	0.004060388340537292	True	1:122476,2:2737139,3:4471014
full-128k-whitespace-multiheavy-bpe	full-128k-whitespace-multiheavy-bpe	1	128256	5602	1219	5766046	1247450	6245373	17432581.131153002	2.7912794209654095	13.960930503722766	0.19973987142161084	0.0036273998957874064	True	1:122072
full-128k-whitespace-multiheavy-bpe	full-128k-whitespace-multiheavy-bpe	2	128256	5602	1219	5766046	1247450	6245373	14780369.177396864	2.3666111179263214	11.836899272262595	0.19973987142161084	0.0036273998957874064	True	1:122073,2:2691774
full-128k-whitespace-multiheavy-bpe	full-128k-whitespace-multiheavy-bpe	3	128256	5602	1219	5766046	1247450	6245373	14480240.306436123	2.3185549216093455	11.596540241197726	0.19973987142161084	0.0036273998957874064	True	1:122073,2:2691775,3:4481286
